,folder,file,text
83,TCE_1486,experience,3 years at Dhingra-Sule .
84,TCE_1486,date,Iafaslavaz
85,TCE_1486,presentaddress,"365 , Saran path , Rampue-49300 )"
86,TCE_1486,gender,Female #
87,TCE_1486,bloodgroup,ot
88,TCE_1486,experience1,6 years at Tata Munshi and Kanda .
89,TCE_1486,qualification,12th pass .
90,TCE_1486,languageknown,"Malayalam , Hindi"
91,TCE_1486,referencescmob2,Panini Iyer - 713368654 .
92,TCE_1486,maritalstatus,Married .
93,TCE_1486,contactnumber,8248938717 .
94,TCE_1486,AlternateNo,977098186 .
95,TCE_1486,place,Agartala
96,TCE_1486,candidatename,Vasana Same .
97,TCE_1486,referencescmob1,Charita Pingle -8441910595
98,MIT_440,nationality,Indian
99,MIT_440,Dateofbirth,71.30 ( 1971 .
100,MIT_440,Fatherhusbandname,Madhav Krishnamurthy
101,MIT_440,permanentaddress,"H.NO.IT , KANDA STREET , HAPUR 538694"
102,MIT_440,experience,Loyears at Bath Hall and Sanghn
103,MIT_440,date,11 ( 29 ( 2024 .
104,MIT_440,presentaddress,"87/01 , GULATI CHOOK , DEWAS 024837"
105,MIT_440,gender,male .
106,MIT_440,bloodgroup,B-
107,MIT_440,experience1,2years at Solanki LLC
108,MIT_440,qualification,Diploma .
109,MIT_440,languageknown,"Gujarati , Kannada"
110,MIT_440,referencescmob2,Chaaya Wason - 8710546929 .
111,MIT_440,pancard,yopi h2b2x .
112,MIT_440,maritalstatus,single .
113,MIT_440,contactnumber,8210782085 .
114,MIT_440,AlternateNo,9882891361 .
115,MIT_440,place,BENGALURI
116,MIT_440,candidatename,Hemang Krishnamurthy
117,MIT_440,referencescmob1,Advey Gandhi -8445817620
118,MIT_467,nationality,Indian
119,MIT_467,Dateofbirth,6 ( 24 ) 1960 .
120,MIT_467,Fatherhusbandname,Tanny Warrior .
121,MIT_467,permanentaddress,"H.100.141 , Luthma Cecany , Ballia 1979-9"
122,MIT_467,experience,to years at Karl Nadkarni and clinging
123,MIT_467,date,05 ( 30 ( 202n.
124,MIT_467,presentaddress,"30 , Miena , Jannagan 8,60205"
125,MIT_467,gender,Male .
126,MIT_467,bloodgroup,B.
127,MIT_467,experience1,I years at Bhatt Group .
128,MIT_467,qualification,Correctments .
129,MIT_467,languageknown,"Grujarati , Hindi , Marathi"
130,MIT_467,aadhaarcard,65401 600000
131,MIT_467,referencescmob2,Michael Luthna -76709 35769 .
132,MIT_467,maritalstatus,Married .
133,MIT_467,contactnumber,"7 1 51 0,5078"
134,MIT_467,AlternateNo,9904083 24.0 .
135,MIT_467,place,Patna .
136,MIT_467,candidatename,Samar Warrior .
137,MIT_467,referencescmob1,Krishna Mahajan - 9247842038
138,TCE_1275,nationality,Indian
139,TCE_1275,Dateofbirth,11/61 2005 .
140,TCE_1275,Fatherhusbandname,charan Savant
141,TCE_1275,permanentaddress,"235 , Bali , Latun - 811554"
142,TCE_1275,experience,3 years at cholkshi LLC .
143,TCE_1275,date,6 (2 ( 20b.
144,TCE_1275,presentaddress,"991 , Bahri , Chowk , Kota-588613 ."
145,TCE_1275,gender,Male .
146,TCE_1275,bloodgroup,bt .
147,TCE_1275,experience1,1 years at Madan - Dutta .
148,TCE_1275,qualification,1pHD .
149,TCE_1275,languageknown,"Bengali , Gujarati , English , Marathi"
150,TCE_1275,referencescmob2,Mason Bir - 7606T2_8V.5 .
151,TCE_1275,pancard,XFZ QB4 926H.
152,TCE_1275,maritalstatus,single .
153,TCE_1275,contactnumber,83 2 87 4.5.3 .
154,TCE_1275,AlternateNo,7.24.30.92.685 .
155,TCE_1275,place,Kohima .
156,TCE_1275,candidatename,I Simon Savant .
157,TCE_1275,referencescmob1,Baljivan Aurora - 82478 2066 1
158,TCE_1362,nationality,Indian
159,TCE_1362,Dateofbirth,316 ( 1988 .
160,TCE_1362,Fatherhusbandname,Fitzan Dour .
161,TCE_1362,permanentaddress,"15 , Kumar path : Machhyamgram 141045"
162,TCE_1362,experience,9 Years at Rome-brokhale
163,TCE_1362,date,18/18 ( 20.3 .
164,TCE_1362,presentaddress,"H. No. 902 , nazula circle , cumbalore-"
165,TCE_1362,gender,Male .
166,TCE_1362,bloodgroup,At
167,TCE_1362,experience1,10 years at Bath Sandal and Narain
168,TCE_1362,qualification,Diptoma .
169,TCE_1362,languageknown,"Telugu , Marathi , Malayalam , English"
170,TCE_1362,referencescmob2,Rachana Tripathi - 71646250 43
171,TCE_1362,maritalstatus,married .
172,TCE_1362,contactnumber,19330 327286 .
173,TCE_1362,AlternateNo,8415466387 .
174,TCE_1362,place,Delhi .
175,TCE_1362,candidatename,Machias Deur .
176,TCE_1362,referencescmob1,"Urmi Roy - 79,00080098 ."
177,MIT_297,nationality,Indian .
178,MIT_297,Dateofbirth,4 ( 24 ) 1974 .
179,MIT_297,Fatherhusbandname,Ronith Majumdar
180,MIT_297,permanentaddress,"7' 175 , Pradhan , Rampur-582984"
181,MIT_297,experience,8 years at Basu LLC .
182,MIT_297,date,11 ) 30/2022
183,MIT_297,presentaddress,"26 , Kumar circle , Mumbai-204713"
184,MIT_297,gender,female .
185,MIT_297,bloodgroup,B -
186,MIT_297,experience1,5 Years at Deol and Sons .
187,MIT_297,qualification,12th pass .
188,MIT_297,languageknown,"malayalam , Gujarat :"
189,MIT_297,aadhaarcard,965646000000
190,MIT_297,referencescmob2,Vasudha Mugar - 9520428279
191,MIT_297,maritalstatus,married .
192,MIT_297,contactnumber,898478473 .
193,MIT_297,AlternateNo,90 3.893 )895 .
194,MIT_297,place,Raipur .
195,MIT_297,candidatename,Sanaya Majumdar .
196,MIT_297,referencescmob1,Upkaar Bains-9272099459
197,MIT_438,nationality,Indian .
198,MIT_438,Dateofbirth,3/3/9.7 .
199,MIT_438,Fatherhusbandname,Aadi Restogi .
200,MIT_438,permanentaddress,"H.NO. 71 , Kapadia 2ila , Kolkata-608277"
201,MIT_438,experience,9 years at Ben-patel .
202,MIT_438,date,08l 26 (2023 .
203,MIT_438,presentaddress,"H. No.00 , Borde Ganj , Guwahati 353892"
204,MIT_438,gender,male .
205,MIT_438,bloodgroup,A -
206,MIT_438,experience1,6 years at Hari-croyal .
207,MIT_438,qualification,A raduate .
208,MIT_438,languageknown,Telugu's marathi's Hindi
209,MIT_438,referencescmob2,Mugcha Choudhry - 7410156915
210,MIT_438,pancard,"eHJRA3081 ,"
211,MIT_438,maritalstatus,married .
212,MIT_438,contactnumber,8907703117 .
213,MIT_438,AlternateNo,8946729518
214,MIT_438,place,Kaipur .
215,MIT_438,candidatename,Samarth Rastogi .
216,MIT_438,referencescmob1,Ekahl Ratta - 8269483135
217,MIT_695,nationality,Indian .
218,MIT_695,Dateofbirth,10124 ( 1986 .
219,MIT_695,Fatherhusbandname,KALPIT DHAR.
220,MIT_695,permanentaddress,"59 , Soman Zila , Lucknow 437432 ."
221,MIT_695,experience,1 years at dual number and sibal
222,MIT_695,date,11/4 ( 2022 .
223,MIT_695,presentaddress,"30/186 , KONDA ROAD , Shamjahampur"
224,MIT_695,gender,FE MAHE
225,MIT_695,bloodgroup,B.
226,MIT_695,experience1,9 years at Mandal plc.
227,MIT_695,qualification,10th pass .
228,MIT_695,languageknown,"Tamil , Malayalam ."
229,MIT_695,referencescmob2,AYUSH NARYAN - 93761142-8
230,MIT_695,pancard,BNLRA 7898H.
231,MIT_695,maritalstatus,married .
232,MIT_695,contactnumber,926899 15444
233,MIT_695,AlternateNo,8248642019 .
234,MIT_695,place,RAIPUR .
235,MIT_695,candidatename,Yamini Dhar .
236,MIT_695,referencescmob1,Lakshm swuh - 124287458 )
237,MIT_578,nationality,Indian .
238,MIT_578,Dateofbirth,(2 (2m ) 1979 .
239,MIT_578,Fatherhusbandname,Hemang ; Ratti .
240,MIT_578,permanentaddress,"87 ( 19 # Chackshangi-30,640"
241,MIT_578,experience,4 years at Chakraborty PLC.
242,MIT_578,date,10/13 ( 2022 .
243,MIT_578,presentaddress,"02.1585 , Nkaula Maag , Madingagar"
244,MIT_578,gender,Female .
245,MIT_578,bloodgroup,At
246,MIT_578,experience1,8 years at Sanna and Sons'
247,MIT_578,qualification,toth pass .
248,MIT_578,languageknown,"English , Marathi ."
249,MIT_578,aadhaarcard,37781 8000000
250,MIT_578,referencescmob2,ekani Bagwar -7277 939641
251,MIT_578,maritalstatus,married .
252,MIT_578,contactnumber,7841317977
253,MIT_578,AlternateNo,764238596
254,MIT_578,place,chandigarh .
255,MIT_578,candidatename,Rajeshri Ratti .
256,MIT_578,referencescmob1,Kavya.Mannan -737270819 ) .
257,MIT_462,nationality,Indian .
258,MIT_462,Dateofbirth,"61,01 1889 ."
259,MIT_462,Fatherhusbandname,August Ramachandran
260,MIT_462,permanentaddress,"64 , Bala Chowk , Delhi -850360"
261,MIT_462,experience,A years at Karin-house
262,MIT_462,date,01 ( 2.2 ( 202.3 .
263,MIT_462,presentaddress,"64/ 332 , Sanderan Street , Warangal 777331"
264,MIT_462,gender,sale .
265,MIT_462,bloodgroup,A13t .
266,MIT_462,experience1,buears at Kank Inc.
267,MIT_462,qualification,pho .
268,MIT_462,languageknown,"Hindl , Bengali , Marathi"
269,MIT_462,referencescmob2,Kaisuna nani - 8537297652
270,MIT_462,pancard,Pebch & 90ly
271,MIT_462,maritalstatus,married .
272,MIT_462,contactnumber,8649 0284 53 .
273,MIT_462,AlternateNo,835878 0.39 .
274,MIT_462,place,Dehra Jun .
275,MIT_462,candidatename,Der Kammandran
276,MIT_462,referencescmob1,phriti gana -8164098151 .
277,VIT_794,nationality,Indian .
278,VIT_794,Dateofbirth,9 (1012004 .
279,VIT_794,Fatherhusbandname,om sandal .
280,VIT_794,permanentaddress,"89,881 , Zachariah Nagar , Anantapur- 4"
281,VIT_794,experience,4 years at Batna - Restogi
282,VIT_794,date,03 ) 13 (2022 .
283,VIT_794,presentaddress,"35 , chaudhry Road , Imphal 725040"
284,VIT_794,gender,female .
285,VIT_794,bloodgroup,At
286,VIT_794,experience1,1year at Srivastava - prabhu
287,VIT_794,qualification,post-Graduate .
288,VIT_794,languageknown,"Hindi , Malayalam , Kannada"
289,VIT_794,referencescmob2,Ansh Dua - 8293662185
290,VIT_794,pancard,1ccobbed upon
291,VIT_794,maritalstatus,single .
292,VIT_794,contactnumber,72 89 24 3293
293,VIT_794,AlternateNo,89059 54713 .
294,VIT_794,place,Thiruvanan theapuram .
295,VIT_794,candidatename,siva sandal .
296,VIT_794,referencescmob1,U.MI DISEK - 8039790182 .
297,MIT_382,nationality,Indian .
298,MIT_382,Dateofbirth,11 ( 22 ( 1960 .
299,MIT_382,Fatherhusbandname,A mod Narayanan .
300,MIT_382,permanentaddress,"059 , Anand Chowk , Arrah - 128216"
301,MIT_382,experience,Iyear's at Konda-Pandit .
302,MIT_382,date,08 ( 28 ( 2022 .
303,MIT_382,presentaddress,"64196 , GREAT , GANDHIDHAM -195396"
304,MIT_382,gender,female .
305,MIT_382,bloodgroup,AB -
306,MIT_382,experience1,10 years at Kannan - Singhal
307,MIT_382,qualification,graduate .
308,MIT_382,languageknown,"Tamil , English , Benwali , Kannada"
309,MIT_382,aadhaarcard,733052000000
310,MIT_382,referencescmob2,Farhan Murthy - 1280920682
311,MIT_382,maritalstatus,single .
312,MIT_382,contactnumber,9281610626
313,MIT_382,AlternateNo,828148 5495
314,MIT_382,place,ITANAGAR
315,MIT_382,candidatename,Lavanya Narayanan .
316,MIT_382,referencescmob1,Pooja Mistry - 8188585060
317,MIT_66,nationality,Indians .
318,MIT_66,Dateofbirth,11121 1963 3 .
319,MIT_66,Fatherhusbandname,Farry Swaminathan .
320,MIT_66,permanentaddress,"H. No.695 Sengal Street , Firroyakagagas -"
321,MIT_66,experience,in years at 4 . Auggarwal-darime
322,MIT_66,date,03/01 2/202 3 .
323,MIT_66,presentaddress,"H. No. 032 . Bums Road , Bhiwang"
324,MIT_66,gender,Female .
325,MIT_66,bloodgroup,B-
326,MIT_66,experience1,to years at Menon Md .
327,MIT_66,qualification,Giraculate
328,MIT_66,languageknown,"Marathi , Hindi"
329,MIT_66,referencescmob2,odile a tearram 7604913110
330,MIT_66,pancard,DINEBU 119H.
331,MIT_66,maritalstatus,married .
332,MIT_66,contactnumber,70253 70995
333,MIT_66,AlternateNo,# GLUG 37.95 99
334,MIT_66,place,raipur .
335,MIT_66,candidatename,shravya Swaminathan
336,MIT_66,referencescmob1,Gumbir Chanda-9319010895
337,VIT_743,nationality,Dindian .
338,VIT_743,Dateofbirth,112711972 .
339,VIT_743,Fatherhusbandname,Gissindra Saager
340,VIT_743,permanentaddress,"89163 , Sandal Zila , Haughah"
341,VIT_743,experience,6 years at Lal UC.
342,VIT_743,date,03 (07 ( 2022
343,VIT_743,presentaddress,"Gillaz , Dhillon 2ila , Terapurgers"
344,VIT_743,gender,mode .
345,VIT_743,bloodgroup,Bt .
346,VIT_743,experience1,2 Years at Vaidya and Sons
347,VIT_743,qualification,Giradiate .
348,VIT_743,languageknown,"Grujarati , Malangalam"
349,VIT_743,referencescmob2,Pahal Krishna - 709239 8467
350,VIT_743,pancard,KOTDP 1992T.
351,VIT_743,maritalstatus,Mounied .
352,VIT_743,contactnumber,8226 296 442
353,VIT_743,AlternateNo,"7,58672 lb34 ."
354,VIT_743,place,Thikuvamanthapuram
355,VIT_743,candidatename,Oliver Sagan .
356,VIT_743,referencescmob1,Pravrit Palau -7339385215
357,MIT_561,nationality,Indian .
358,MIT_561,Dateofbirth,""" list label ."
359,MIT_561,Fatherhusbandname,Gropal Bala .
360,MIT_561,permanentaddress,"H.NO. 8-76 . Shetty chawk , Ghaziabad -"
361,MIT_561,experience,8 years at Roy-Tella .
362,MIT_561,date,1 2125 ( 2024 .
363,MIT_561,presentaddress,"H.No. 60 , chander Path , Nizamabad ,"
364,MIT_561,gender,Male .
365,MIT_561,bloodgroup,AB -
366,MIT_561,experience1,10 years at Bhandari-Mittes .
367,MIT_561,qualification,12th pows .
368,MIT_561,languageknown,"English , Telugu"
369,MIT_561,aadhaarcard,3 2419300000 b
370,MIT_561,referencescmob2,Warjas Bousn-759-990176
371,MIT_561,maritalstatus,Married .
372,MIT_561,contactnumber,8 37730 7161
373,MIT_561,AlternateNo,9502883691 .
374,MIT_561,place,Dehiradun .
375,MIT_561,candidatename,Xavier Bala .
376,MIT_561,referencescmob1,Vifaj Buck - 7012238623
377,TCE_1155,nationality,Indian
378,TCE_1155,Dateofbirth,""" 23 ( 198 ) ."
379,TCE_1155,Fatherhusbandname,Fiyaz Kunda .
380,TCE_1155,permanentaddress,"74,Amble Mang , Benhampur- 713705"
381,TCE_1155,experience,8years at pal-Madan
382,TCE_1155,date,04/ 14 ( 2024 .
383,TCE_1155,presentaddress,"1997 , Mukhopadhyay street ,"
384,TCE_1155,gender,Female .
385,TCE_1155,bloodgroup,At
386,TCE_1155,experience1,4 years at Kannik Group .
387,TCE_1155,qualification,12th pass .
388,TCE_1155,languageknown,"Tamil , English"
389,TCE_1155,referencescmob2,Nicholas Gropal-89 34078345
390,TCE_1155,maritalstatus,married .
391,TCE_1155,contactnumber,9128129963 .
392,TCE_1155,AlternateNo,969074908
393,TCE_1155,place,Grangtok .
394,TCE_1155,candidatename,Yochana Kunda .
395,TCE_1155,referencescmob1,Vritti Nayak - 853531458 1 .
396,MIT_252,nationality,Indian .
397,MIT_252,Dateofbirth,11 ( 7/1991 .
398,MIT_252,Fatherhusbandname,Pranit Tripathi .
399,MIT_252,permanentaddress,"329 , Dave Nagar , Kothapur 009345"
400,MIT_252,experience,8 years at Trivedi-choudhury
401,MIT_252,date,05 ( 27 ( 2024 .
402,MIT_252,presentaddress,"15 , Mukherjee Path , Raebaneli -316704"
403,MIT_252,gender,Male .
404,MIT_252,bloodgroup,o-
405,MIT_252,experience1,4 years at Babu - Amble
406,MIT_252,qualification,Diploma .
407,MIT_252,aadhaarcard,326819000000
408,MIT_252,referencescmob2,Owen Venkataraman - 870391 8445
409,MIT_252,maritalstatus,married .
410,MIT_252,contactnumber,"Kannada ' Tamil ' , Hindi ' , Guisarati"
411,MIT_252,AlternateNo,80 441/67 lb .
412,MIT_252,place,Raipur .
413,MIT_252,candidatename,Chakradev Tripathi .
414,MIT_252,referencescmob1,Nakul Saini - 9613b2949 )
415,TCE_1024,nationality,Indian .
416,TCE_1024,Dateofbirth,212011982 .
417,TCE_1024,Fatherhusbandname,"Brumcet Comar ,"
418,TCE_1024,permanentaddress,"M. No.024 , Schadri Zila , Thrissur 42373 3"
419,TCE_1024,experience,Myears at Nazi-Royal
420,TCE_1024,date,04 (15 (2025 .
421,TCE_1024,presentaddress,"HONO , 38 , Modi Ganj , Sambalpur-000859"
422,TCE_1024,gender,Male .
423,TCE_1024,bloodgroup,AB -
424,TCE_1024,experience1,I Years at Mand Lod .
425,TCE_1024,qualification,Post-graduate .
426,TCE_1024,languageknown,"English , Gujarati , Bengali , Delergy"
427,TCE_1024,referencescmob2,Deepa Bhatragar - 4929028504
428,TCE_1024,maritalstatus,married .
429,TCE_1024,contactnumber,8 4/4.4.8272
430,TCE_1024,AlternateNo,9310028994
431,TCE_1024,place,Dehradun .
432,TCE_1024,candidatename,Faquid Comar .
433,TCE_1024,referencescmob1,Samaath Mestry - 88815506 4 )
434,MIT_293,nationality,Indian .
435,MIT_293,Dateofbirth,10/17/1961 .
436,MIT_293,Fatherhusbandname,Grunest Varughese .
437,MIT_293,permanentaddress,"13/19 , Goda Nagar , Motihari 62.3039"
438,MIT_293,experience,1 years at Patla-Bonra
439,MIT_293,date,08/6/2023 .
440,MIT_293,presentaddress,"80/41 , Kumer Crick , Jalgaon - 264236"
441,MIT_293,gender,Female .
442,MIT_293,bloodgroup,0 t
443,MIT_293,experience1,10 years at Ghana Ltd .
444,MIT_293,qualification,Diploma .
445,MIT_293,languageknown,"Kannada , Maleyalam , Marathi , Telugu"
446,MIT_293,referencescmob2,prancel walls -7395297413
447,MIT_293,pancard,SLXJB 2423X
448,MIT_293,maritalstatus,Married .
449,MIT_293,contactnumber,8355263 935 .
450,MIT_293,AlternateNo,8157092728
451,MIT_293,place,Aizawl .
452,MIT_293,candidatename,Januja Varughese
453,MIT_293,referencescmob1,Ekalinga Chaudheri - 8406798533
454,VIT_742,nationality,Indianism .
455,VIT_742,Dateofbirth,12/7/978 .
456,VIT_742,Fatherhusbandname,Oxinder Soura .
457,VIT_742,permanentaddress,"89 , Borri Road , Biden 64-6059 ."
458,VIT_742,experience,4 years at Gola Thakkar and Jaggi
459,VIT_742,date,05/24 (2023 .
460,VIT_742,presentaddress,"H. No. 06 , Vesuna Maupe , Sir Gianganages"
461,VIT_742,gender,Male
462,VIT_742,bloodgroup,at
463,VIT_742,experience1,10 years at Rotta Group .
464,VIT_742,qualification,Loth Pars .
465,VIT_742,languageknown,"Tarnile Gujarati , Telugu , Kannada"
466,VIT_742,aadhaarcard,558996000000
467,VIT_742,referencescmob2,Jackson Bora - 7151549998
468,VIT_742,maritalstatus,Married .
469,VIT_742,contactnumber,8026 (05253
470,VIT_742,AlternateNo,71 98 890983 .
471,VIT_742,place,Revipur .
472,VIT_742,candidatename,Gaurang Sura .
473,VIT_742,referencescmob1,Dipta Dan - 9485346315 .
474,TCE_1199,nationality,Insofar .
475,TCE_1199,Dateofbirth,(2 ( 24 ) 1987 .
476,TCE_1199,Fatherhusbandname,Zaskit Sute .
477,TCE_1199,permanentaddress,"23,5A. Bix Path , Giridik 458963 ."
478,TCE_1199,experience,3 years at Shetty-Sute
479,TCE_1199,date,"04 (12 ( 2024 ,"
480,TCE_1199,presentaddress,"H.NO.233 , Bass Marg. Ludhiana -"
481,TCE_1199,gender,Female .
482,TCE_1199,bloodgroup,' At
483,TCE_1199,experience1,I years at Comor Group .
484,TCE_1199,qualification,Pup .
485,TCE_1199,languageknown,"Malayalam , Marathi ."
486,TCE_1199,referencescmob2,Chanakya Nori-8985094728 .
487,TCE_1199,maritalstatus,Mackieel .
488,TCE_1199,contactnumber,969455 60143 .
489,TCE_1199,AlternateNo,"fly, 54, 4,8695 ."
490,TCE_1199,place,Dehractum .
491,TCE_1199,candidatename,Amaka Sute .
492,TCE_1199,referencescmob1,Tanuja Devi-9338458851 .
493,MIT_564,nationality,Indian .
494,MIT_564,Dateofbirth,1/2911972 .
495,MIT_564,Fatherhusbandname,Gabriel Sarni .
496,MIT_564,permanentaddress,"95. Halder Street , Babenach - 529412"
497,MIT_564,experience,b years at Balie Roy and Zacharia
498,MIT_564,date,01 (20 )2024 .
499,MIT_564,presentaddress,"302 , Maupe Granj , Parribhani-060694-"
500,MIT_564,gender,female .
501,MIT_564,bloodgroup,Bt .
502,MIT_564,experience1,3 years at Ganesh Moni and Jaggi
503,MIT_564,qualification,Post-greedmade .
504,MIT_564,languageknown,"Tamil , English , Malayalam"
505,MIT_564,aadhaarcard,709 246000000 .
506,MIT_564,referencescmob2,Bachitton Roya-9951408055
507,MIT_564,maritalstatus,Single .
508,MIT_564,contactnumber,79 lb 23 lb.2.33 .
509,MIT_564,AlternateNo,9 44573341 .
510,MIT_564,place,Raeppe .
511,MIT_564,candidatename,Eiravati Saini .
512,MIT_564,referencescmob1,Xover Subramaniam - 93 884694 14
513,TCE_1457,nationality,Indian .
514,TCE_1457,Dateofbirth,still 2005 .
515,TCE_1457,Fatherhusbandname,Kiaan choudhaven
516,TCE_1457,permanentaddress,"13 , Mandal Chowk , Bhilai 481890"
517,TCE_1457,experience,eyears at Reading and Sons
518,TCE_1457,date,101.20 ( 2024 .
519,TCE_1457,presentaddress,"070 , Sarah Branj , Tadipatri 736301"
520,TCE_1457,gender,Female
521,TCE_1457,bloodgroup,over-
522,TCE_1457,experience1,1 years at Patel Nagar and Reddy
523,TCE_1457,qualification,"post-viradequate ,"
524,TCE_1457,languageknown,"Tamil , Macathi ."
525,TCE_1457,referencescmob2,Bimala Bedi - 809a165118
526,TCE_1457,maritalstatus,single .
527,TCE_1457,contactnumber,797bill414 .
528,TCE_1457,AlternateNo,7 QOL157989 .
529,TCE_1457,place,pehradun
530,TCE_1457,candidatename,pidhi choudhary .
531,TCE_1457,referencescmob1,mason chaudhuri - 89964844458 .
532,TCE_1014,nationality,Indian .
533,TCE_1014,Dateofbirth,4 (13 ( 1978 .
534,TCE_1014,Fatherhusbandname,Parth Bhalla .
535,TCE_1014,permanentaddress,"51 , Kapudia path , Chandhidham-09 1506 ."
536,TCE_1014,experience,A years at Ghosh vacancy and
537,TCE_1014,date,12 ( 19 ) 2024 .
538,TCE_1014,presentaddress,"316 , Duke Zila , Khora - 868184 ."
539,TCE_1014,gender,male #
540,TCE_1014,bloodgroup,ab t
541,TCE_1014,experience1,3 years at rule and sons .
542,TCE_1014,qualification,Port graduate .
543,TCE_1014,languageknown,"Telugu , Benqui , English"
544,TCE_1014,referencescmob2,meghand vana - 8574623416 .
545,TCE_1014,maritalstatus,married .
546,TCE_1014,contactnumber,13177 94015
547,TCE_1014,AlternateNo,901 9876819 .
548,TCE_1014,place,Delhi
549,TCE_1014,candidatename,Renjamin Rhalla .
550,TCE_1014,referencescmob1,Hemang June - 980 4.470-9 .
551,MIT_269,nationality,Indian
552,MIT_269,Dateofbirth,4/26 ) 1972 .
553,MIT_269,Fatherhusbandname,Ikbal Koupal
554,MIT_269,permanentaddress,"03. Grera Mary , Phusso-693265"
555,MIT_269,experience,9 years at Hayer Patla and Sheth
556,MIT_269,date,10 (08 (2023 .
557,MIT_269,presentaddress,"118 . Metal Chawk , Faridabad-358268"
558,MIT_269,gender,male .
559,MIT_269,bloodgroup,B. B.
560,MIT_269,experience1,8 years at Rege Prasad and Mohanty
